symbol, avg_price, max_change, avg_atr, stddev_atr, avg_volume
FDP, 27.0943, 0.0369, 0.0145, 0.0078, 728.0000
FDS, 100.0298, 0.0555, 0.0512, 0.0241, 1251.0000
FDUS, 18.0618, 0.0497, 0.0335, 0.0129, 678.0000
FDX, 100.2561, 0.0258, 0.0468, 0.0254, 6515.0000
FEIC, 70.1642, 0.0499, 0.0502, 0.0205, 845.0000
FEI, 20.7342, 0.0822, 0.0248, 0.0122, 1101.0000
FELE, 38.7436, 0.4953, 0.0434, 0.0451, 677.0000
FEM, 25.7443, 0.0301, 0.0185, 0.0089, 1555.0000
FENG, 4.3344, 0.0525, 0.0072, 0.0048, 963.0000
FEN, 33.3702, 0.0511, 0.0270, 0.0106, 697.0000
FEO, 21.6933, 0.0286, 0.0251, 0.0101, 488.0000
FES, 3.4600, 0.8182, 0.0144, 0.0082, 1430.0000
FET, 29.3477, 0.0419, 0.0225, 0.0097, 1246.0000
FEX, 33.9415, 0.0227, 0.0203, 0.0068, 813.0000
FEZ, 34.9826, 0.0261, 0.0131, 0.0058, 3239.0000
FE, 39.0293, 0.0462, 0.0172, 0.0085, 6646.0000
FFA, 12.6082, 0.0292, 0.0087, 0.0036, 640.0000
FFBC, 15.4885, 0.0652, 0.0110, 0.0069, 928.0000
FFCH, 18.7799, 0.1030, 0.0311, 0.0114, 488.0000
FFC, 19.7752, 0.0189, 0.0158, 0.0057, 1000.0000
FFG, 38.1122, 0.0259, 0.0473, 0.0172, 392.0000
FFIC, 16.0189, 0.0596, 0.0180, 0.0091, 645.0000
FFIN, 49.9000, 0.0365, 0.0575, 0.0264, 524.0000
FFIV, 77.1362, 0.0851, 0.0473, 0.0299, 4567.0000
FFKT, 19.7509, 0.0691, 0.0705, 0.0320, 437.0000
FFNW, 9.1293, 0.0978, 0.0210, 0.0121, 1062.0000
FFN, 0.5159, 0.2184, 0.0067, 0.0034, 2621.0000
FF, 13.5571, 0.0518, 0.0124, 0.0060, 742.0000
FGB, 8.3790, 0.0348, 0.0148, 0.0068, 730.0000
FGD, 24.4612, 0.0203, 0.0149, 0.0060, 929.0000
FGP, 20.7223, 0.0399, 0.0227, 0.0087, 1114.0000
FHCO, 8.0893, 0.1459, 0.0133, 0.0101, 897.0000
FHN, 11.4948, 0.0404, 0.0073, 0.0031, 9500.0000
FHY, 16.7084, 0.0272, 0.0149, 0.0060, 732.0000
FIBK, 19.7681, 0.0264, 0.0223, 0.0088, 636.0000
FICO, 46.9783, 0.0157, 0.0279, 0.0111, 637.0000
FIF, 23.0917, 0.0562, 0.0274, 0.0102, 724.0000
FIG, 6.9648, 0.0699, 0.0071, 0.0035, 3676.0000
FII, 27.3220, 0.0233, 0.0160, 0.0071, 2325.0000
FINL, 21.3124, 0.0334, 0.0144, 0.0067, 1747.0000
FIO, 14.2026, 0.0510, 0.0140, 0.0059, 8095.0000
FIRE, 56.2753, 0.2835, 0.0440, 0.0310, 2220.0000
FISI, 19.4435, 0.0648, 0.0485, 0.0208, 481.0000
FISV, 88.6518, 0.0134, 0.0308, 0.0134, 1571.0000
FIS, 44.2561, 0.0127, 0.0152, 0.0071, 3477.0000
FITB, 18.4011, 0.0497, 0.0085, 0.0046, 22960.0000
FIVE, 37.6950, 0.0589, 0.0357, 0.0161, 1696.0000
FIW, 27.8731, 0.0288, 0.0244, 0.0098, 663.0000
FIX, 13.6687, 0.0754, 0.0179, 0.0078, 586.0000
FIZZ, 15.3047, 0.1387, 0.0294, 0.0152, 484.0000
FLC, 20.5283, 0.0320, 0.0231, 0.0087, 637.0000
FLDM, 17.1131, 0.1047, 0.0231, 0.0108, 758.0000
FLEX, 7.6318, 0.1268, 0.0051, 0.0059, 11775.0000
FLIC, 30.7118, 0.0318, 0.0728, 0.0262, 444.0000
FLIR, 26.0880, 0.0445, 0.0097, 0.0063, 3279.0000
FLL, 3.0562, 0.0863, 0.0104, 0.0055, 1373.0000
FLML, 4.6642, 0.2645, 0.0223, 0.0123, 1126.0000
FLOT, 50.6344, 0.0018, 0.0046, 0.0024, 3322.0000
FLOW, 3.7128, 0.2871, 0.0058, 0.0038, 1303.0000
FLO, 28.7677, 0.3349, 0.0154, 0.0166, 2089.0000
FLR, 61.6962, 0.0232, 0.0319, 0.0161, 3541.0000
FLS, 117.7652, 0.6688, 0.0705, 0.1312, 1926.0000
FLTX, 27.6341, 0.0507, 0.0330, 0.0151, 1112.0000
FLT, 84.5387, 0.0992, 0.0494, 0.0285, 2091.0000
FLWS, 5.7032, 0.2220, 0.0099, 0.0086, 833.0000
FLY, 15.6975, 0.0458, 0.0183, 0.0082, 1502.0000
FL, 35.5117, 0.0588, 0.0171, 0.0092, 5877.0000
FMBI, 13.2977, 0.0305, 0.0107, 0.0052, 1183.0000
FMCN, 26.6069, 0.0124, 0.0051, 0.0029, 4289.0000
FMC, 62.4299, 0.0150, 0.0291, 0.0131, 2016.0000
FMD, 1.1692, 0.0729, 0.0038, 0.0021, 3311.0000
FMER, 19.5370, 0.0229, 0.0103, 0.0048, 3528.0000
FMFC, 14.1580, 0.3706, 0.0394, 0.0171, 616.0000
FMNB, 6.3171, 0.0621, 0.0191, 0.0128, 701.0000
FMO, 25.0398, 0.0283, 0.0272, 0.0153, 786.0000
FMS, 34.1326, 0.0857, 0.0169, 0.0072, 715.0000
FMX, 105.0732, 0.0211, 0.0617, 0.0263, 1913.0000
FMY, 16.9685, 0.0258, 0.0194, 0.0097, 778.0000
FM, 30.2625, 0.0181, 0.0336, 0.0166, 1250.0000
FNBN, 9.3233, 0.1268, 0.0530, 0.0226, 643.0000
FNB, 11.8820, 0.0368, 0.0068, 0.0028, 1790.0000
FNFG, 9.9843, 0.0978, 0.0056, 0.0039, 9494.0000
FNF, 24.6588, 0.0194, 0.0117, 0.0060, 7160.0000
FNGN, 42.5996, 0.0559, 0.0337, 0.0155, 1050.0000
FNP, 22.3456, 0.0212, 0.0149, 0.0065, 3143.0000
FNSR, 15.2255, 0.0752, 0.0125, 0.0096, 6136.0000
FNV, 39.5514, 0.0617, 0.0353, 0.0149, 1456.0000
FNX, 41.0077, 0.0420, 0.0283, 0.0131, 685.0000
FN, 14.3585, 0.1010, 0.0155, 0.0074, 966.0000
FOE, 6.8847, 0.0635, 0.0056, 0.0032, 2149.0000
FOF, 13.1191, 0.0267, 0.0125, 0.0061, 959.0000
FOLD, 2.9226, 0.2665, 0.0057, 0.0027, 1645.0000
FONR, 6.1763, 0.1475, 0.0268, 0.0100, 837.0000
FORM, 5.9892, 0.0347, 0.0061, 0.0029, 1785.0000
FORR, 33.2783, 0.0979, 0.0247, 0.0166, 636.0000
FOR, 21.9790, 0.0371, 0.0201, 0.0091, 992.0000
FOSL, 106.5675, 0.0907, 0.0649, 0.0343, 1890.0000
FOXA, 30.2175, 0.0267, 0.0128, 0.0077, 28699.0000
FOX, 30.3136, 0.0279, 0.0135, 0.0089, 4258.0000
FPE, 20.1521, 0.0463, 0.0150, 0.0126, 1249.0000
FPO, 14.3969, 0.0255, 0.0119, 0.0049, 1274.0000
FPT, 14.2187, 0.0214, 0.0198, 0.0075, 703.0000
FPX, 34.8876, 0.0209, 0.0309, 0.0136, 580.0000
FRAN, 28.0867, 0.0894, 0.0253, 0.0127, 3272.0000
FRA, 15.9687, 0.0116, 0.0093, 0.0043, 815.0000
FRC, 39.2401, 0.0327, 0.0189, 0.0113, 3403.0000
FRD, 10.3159, 0.0305, 0.0247, 0.0099, 521.0000
FRED, 14.9071, 0.0609, 0.0147, 0.0064, 770.0000
FREE, 0.7472, 9.4000, 0.0080, 0.0088, 6166.0000
FRGI, 30.8561, 0.0619, 0.0383, 0.0176, 1006.0000
FRI, 19.0796, 0.0168, 0.0102, 0.0042, 1757.0000
FRME, 15.8859, 0.0362, 0.0230, 0.0083, 607.0000
FRM, 6.1832, 0.0974, 0.0097, 0.0046, 771.0000
FRNK, 17.7173, 0.0265, 0.0308, 0.0116, 471.0000
FRN, 18.5751, 0.0467, 0.0160, 0.0076, 1086.0000
FRO, 2.0281, 0.1658, 0.0052, 0.0030, 3834.0000
FRP, 8.2180, 0.1042, 0.0179, 0.0081, 1060.0000
FRT, 108.4736, 0.0161, 0.0586, 0.0291, 1133.0000
FRX, 40.8690, 0.0365, 0.0159, 0.0096, 4153.0000
FR, 16.9010, 0.0198, 0.0100, 0.0047, 1967.0000
FSCI, 36.9474, 0.1791, 0.0383, 0.0330, 636.0000
FSC, 10.5914, 0.0891, 0.0061, 0.0029, 3588.0000
FSD, 18.3894, 0.0140, 0.0148, 0.0061, 980.0000
FSGI, 2.8421, 0.8182, 0.0209, 0.0325, 2378.0000
FSIN, 9.3621, 0.0162, 0.0035, 0.0022, 2134.0000
FSLR, 48.8376, 0.0645, 0.0578, 0.0338, 16124.0000
FSL, 15.2538, 0.0558, 0.0131, 0.0064, 4163.0000
FSM, 3.4904, 0.1176, 0.0080, 0.0028, 1458.0000
FSP, 13.8996, 0.0453, 0.0099, 0.0049, 2004.0000
FSRV, 31.6694, 0.0273, 0.0377, 0.0160, 462.0000
FSS, 8.4342, 0.0280, 0.0099, 0.0043, 898.0000
FSTR, 43.4299, 0.1285, 0.0817, 0.0412, 377.0000
FST, 4.6271, 0.0371, 0.0058, 0.0025, 10346.0000
FSYS, 16.3832, 0.0624, 0.0224, 0.0085, 904.0000
FTA, 33.5687, 0.0945, 0.0252, 0.0113, 804.0000
FTEK, 4.1597, 0.2871, 0.0135, 0.0069, 981.0000
FTE, 10.2207, 0.0355, 0.0057, 0.0021, 2704.0000
FTF, 14.1979, 0.0307, 0.0136, 0.0060, 675.0000
FTI, 56.5498, 0.0206, 0.0288, 0.0139, 3303.0000
FTK, 17.4611, 0.0287, 0.0155, 0.0061, 1679.0000
FTNT, 18.6554, 0.0714, 0.0127, 0.0069, 5549.0000
FTR, 4.1387, 0.2903, 0.0047, 0.0107, 21934.0000
FTT, 13.7214, 0.0280, 0.0100, 0.0058, 658.0000
FT, 7.2722, 0.0443, 0.0090, 0.0041, 1029.0000
FUBC, 6.4523, 0.0373, 0.0130, 0.0053, 784.0000
FULL, 7.7458, 0.0352, 0.0146, 0.0065, 1154.0000
FULT, 11.6059, 0.0158, 0.0066, 0.0026, 2706.0000
FUL, 39.4660, 0.0263, 0.0278, 0.0126, 840.0000
FUND, 6.9554, 0.1492, 0.0107, 0.0091, 910.0000
FUN, 41.0227, 0.0232, 0.0276, 0.0120, 790.0000
FURX, 33.5047, 0.4517, 0.0622, 0.0296, 586.0000
FUR, 12.4792, 0.0354, 0.0116, 0.0042, 739.0000
FU, 3.6316, 0.1599, 0.0219, 0.0095, 975.0000
FVD, 19.0709, 0.0181, 0.0091, 0.0035, 1189.0000
FVE, 5.4602, 0.0443, 0.0074, 0.0036, 1894.0000
FWLT, 22.5226, 0.0224, 0.0157, 0.0074, 2741.0000
FWM, 22.2400, 0.0471, 0.0352, 0.0177, 1289.0000
FWRD, 37.8801, 0.0569, 0.0354, 0.0163, 598.0000
FXA, 99.8209, 0.0178, 0.0234, 0.0121, 1222.0000
FXB, 152.7979, 0.0250, 0.0479, 0.0191, 801.0000
FXCB, 16.8387, 0.0827, 0.0375, 0.0160, 601.0000
FXCM, 14.9366, 0.0294, 0.0122, 0.0053, 1234.0000
FXC, 97.9011, 0.0111, 0.0207, 0.0088, 814.0000
FXD, 25.7834, 0.0274, 0.0137, 0.0053, 1111.0000
FXEN, 3.5970, 0.2903, 0.0079, 0.0071, 2570.0000
FXE, 129.2366, 0.0134, 0.0235, 0.0099, 2652.0000
FXF, 105.1183, 0.0162, 0.0409, 0.0199, 727.0000
FXG, 30.1834, 0.0135, 0.0123, 0.0050, 1073.0000
FXH, 38.9700, 0.0115, 0.0159, 0.0066, 969.0000
FXI, 34.8179, 0.0373, 0.0121, 0.0064, 43852.0000
FXL, 23.6445, 0.0295, 0.0154, 0.0057, 1125.0000
FXN, 21.6303, 0.0227, 0.0191, 0.0084, 1071.0000
FXO, 17.8832, 0.0230, 0.0089, 0.0038, 1353.0000
FXP, 20.7136, 0.0780, 0.0214, 0.0103, 1366.0000
FXR, 21.4627, 0.0330, 0.0137, 0.0065, 1542.0000
FXU, 19.1859, 0.0177, 0.0115, 0.0050, 1716.0000
FXY, 99.4216, 0.0279, 0.0271, 0.0135, 2819.0000
FXZ, 26.7232, 0.0353, 0.0175, 0.0075, 1371.0000
FYX, 37.5829, 0.0352, 0.0330, 0.0114, 693.0000
F, 15.7689, 0.0387, 0.0091, 0.0039, 102933.0000
GABC, 22.3652, 0.0612, 0.0717, 0.0265, 464.0000
GAB, 6.6052, 0.0256, 0.0047, 0.0018, 1887.0000
GAIN, 7.3140, 0.0230, 0.0090, 0.0035, 836.0000
GALE, 2.2196, 0.0504, 0.0047, 0.0018, 5081.0000
GALT, 3.6697, 0.8091, 0.0223, 0.0086, 1177.0000
GAME, 3.7199, 0.2903, 0.0056, 0.0063, 2784.0000
GAM, 30.4526, 0.0191, 0.0233, 0.0112, 589.0000
GASL, 22.1536, 0.0556, 0.0487, 0.0182, 975.0000
GASS, 10.5844, 0.0989, 0.0151, 0.0108, 1137.0000
GASX, 13.4675, 0.0803, 0.0353, 0.0149, 1175.0000
GAS, 43.4515, 0.0127, 0.0194, 0.0085, 1119.0000
GAZ, 2.7968, 0.0609, 0.0108, 0.0040, 1724.0000
GA, 7.8474, 0.0731, 0.0064, 0.0033, 3798.0000
GBAB, 22.6001, 0.0148, 0.0257, 0.0124, 844.0000
GBCI, 20.4905, 0.0233, 0.0139, 0.0058, 1283.0000
GBDC, 17.4670, 0.0532, 0.0119, 0.0063, 1565.0000
GBLI, 22.7386, 0.0805, 0.0662, 0.0292, 450.0000
GBL, 53.2121, 0.0348, 0.1474, 0.0693, 332.0000
GBNK, 3.9524, 3.8028, 0.0135, 0.0209, 1007.0000
GBX, 23.1842, 0.0647, 0.0248, 0.0088, 1313.0000
GB, 30.8162, 0.0618, 0.0250, 0.0093, 597.0000
GCAP, 5.0125, 0.1916, 0.0092, 0.0048, 1074.0000
GCA, 6.7413, 0.0727, 0.0054, 0.0026, 1507.0000
GCC, 27.9984, 0.0218, 0.0157, 0.0057, 1099.0000
GCH, 12.3667, 0.0431, 0.0110, 0.0057, 1266.0000
GCI, 23.5535, 0.2737, 0.0165, 0.0117, 8374.0000
GCOM, 12.2296, 0.0881, 0.0164, 0.0086, 635.0000
GCO, 64.9895, 0.0335, 0.0549, 0.0203, 649.0000
GCVRZ, 1.7928, 0.8182, 0.0062, 0.0083, 4991.0000
GCV, 5.7945, 0.0773, 0.0145, 0.0126, 697.0000
GDF, 12.6691, 0.0239, 0.0148, 0.0067, 814.0000
GDI, 75.3735, 0.0028, 0.0052, 0.0026, 1817.0000
GDL, 11.6400, 0.0285, 0.0093, 0.0041, 785.0000
GDOT, 18.1658, 0.0778, 0.0158, 0.0073, 1306.0000
GDO, 19.6662, 0.0383, 0.0192, 0.0072, 686.0000
GDP, 13.1201, 0.0406, 0.0153, 0.0068, 2256.0000
GDV, 19.3631, 0.0183, 0.0119, 0.0048, 1033.0000
GDXJ, 18.6715, 3.0415, 0.0189, 0.0353, 8637.0000
GDX, 26.6719, 0.0582, 0.0217, 0.0102, 65389.0000
GD, 79.1269, 0.0149, 0.0288, 0.0129, 4308.0000
GEB, 24.9529, 0.0265, 0.0150, 0.0108, 1270.0000
GEF, 51.5918, 0.0146, 0.0403, 0.0159, 610.0000
GEH, 24.7262, 0.1522, 0.0131, 0.0138, 1253.0000
GEK, 22.9496, 0.0361, 0.0222, 0.0133, 1295.0000
GEL, 50.1578, 0.0377, 0.0463, 0.0203, 859.0000
GENE, 2.5828, 0.4000, 0.0216, 0.0093, 1523.0000
GEN, 2.5519, 0.0154, 0.0035, 0.0012, 25520.0000
GEOS, 84.3954, 0.1215, 0.1160, 0.0544, 738.0000
GEOY, 32.7499, 0.0416, 0.0462, 0.0197, 719.0000
GEO, 35.8662, 0.0226, 0.0180, 0.0088, 1398.0000
GEQ, 18.3456, 0.0242, 0.0205, 0.0080, 748.0000
GERN, 1.2192, 0.0513, 0.0034, 0.0013, 2976.0000
GES, 30.6754, 0.0583, 0.0166, 0.0092, 2076.0000
GEVA, 47.4083, 0.1134, 0.0762, 0.0298, 611.0000
GEVO, 1.9024, 0.8182, 0.0052, 0.0053, 3780.0000
GEX, 16.2780, 2.3811, 0.0322, 0.0913, 814.0000
GE, 23.6096, 0.0224, 0.0095, 0.0040, 94429.0000
GFA, 3.2140, 0.0614, 0.0051, 0.0018, 5533.0000
GFF, 11.3635, 0.0243, 0.0135, 0.0049, 712.0000
GFIG, 3.8509, 0.0373, 0.0058, 0.0025, 1131.0000
GFI, 5.6962, 0.0821, 0.0066, 0.0026, 11124.0000
GFY, 18.1694, 0.0216, 0.0290, 0.0139, 503.0000
GGAL, 5.8511, 0.1475, 0.0160, 0.0075, 1028.0000
GGB, 6.1449, 0.0314, 0.0058, 0.0020, 15372.0000
GGC, 45.2328, 0.0512, 0.0402, 0.0206, 5392.0000
GGE, 18.1072, 0.0261, 0.0215, 0.0090, 640.0000
GGG, 61.9373, 0.0406, 0.0361, 0.0166, 753.0000
GGN, 10.7358, 0.0365, 0.0082, 0.0029, 2365.0000
GGP, 21.0187, 0.0258, 0.0115, 0.0058, 7986.0000
GGR, 0.0446, 1.0000, 0.0005, 0.0008, 12266.0000
GGS, 3.4963, 0.3333, 0.0072, 0.0045, 1248.0000
GGT, 8.8689, 0.0232, 0.0087, 0.0056, 907.0000
GG, 26.7353, 0.0543, 0.0241, 0.0110, 19133.0000
GHDX, 32.7728, 0.0587, 0.0322, 0.0144, 914.0000
GHI, 12.3943, 0.0256, 0.0105, 0.0054, 716.0000
GHL, 47.8912, 0.0662, 0.0381, 0.0181, 1141.0000
GHM, 24.6147, 0.2302, 0.0570, 0.0360, 541.0000
GHY, 18.4489, 0.0195, 0.0242, 0.0119, 1188.0000
GIB, 29.0016, 0.0887, 0.0217, 0.0098, 716.0000
GIFI, 21.7950, 0.1018, 0.0504, 0.0233, 472.0000
GIG, 1.3830, 0.1167, 0.0095, 0.0043, 2108.0000
GIII, 43.2060, 0.1020, 0.0462, 0.0236, 889.0000
GILD, 54.2685, 0.0299, 0.0371, 0.0158, 25651.0000
GILT, 5.4659, 0.1358, 0.0106, 0.0062, 735.0000
GIL, 40.8932, 0.0204, 0.0207, 0.0084, 1055.0000
GIMO, 28.3280, 0.0526, 0.0423, 0.0177, 1396.0000
GIM, 9.1596, 0.0213, 0.0063, 0.0029, 1574.0000
GIS, 49.3831, 0.0112, 0.0181, 0.0085, 8109.0000
GIVN, 15.8251, 0.1149, 0.0188, 0.0093, 711.0000
GJM, 25.1997, 0.0208, 0.0156, 0.0074, 566.0000
GKK, 3.9656, 0.0278, 0.0052, 0.0025, 2155.0000
GKM, 25.1187, 0.0121, 0.0130, 0.0064, 890.0000
GKNT, 14.6866, 0.0922, 0.0637, 0.0368, 450.0000
GK, 44.0583, 0.0622, 0.0680, 0.0297, 468.0000
GLAD, 8.7446, 0.1111, 0.0124, 0.0053, 790.0000
GLCH, 1.4731, 18.9970, 0.0074, 0.0225, 2903.0000
GLDD, 7.7448, 0.1268, 0.0075, 0.0040, 1751.0000
GLDX, 7.6035, 2.8634, 0.0189, 0.0233, 1514.0000
GLD, 129.1991, 0.0419, 0.0417, 0.0252, 25691.0000
GLF, 43.3949, 0.0220, 0.0372, 0.0153, 774.0000
GLL, 85.6140, 0.0973, 0.0786, 0.0455, 1510.0000
GLNG, 34.1584, 0.0334, 0.0230, 0.0113, 1882.0000
GLOG, 12.9735, 0.0186, 0.0145, 0.0053, 909.0000
GLO, 12.3947, 0.0201, 0.0094, 0.0042, 1074.0000
GLPW, 16.4072, 0.0945, 0.0281, 0.0114, 608.0000
GLP, 33.5384, 0.0345, 0.0738, 0.0287, 515.0000
GLQ, 14.1124, 0.0472, 0.0117, 0.0052, 762.0000
GLRE, 24.6837, 0.0390, 0.0182, 0.0096, 755.0000
GLTR, 83.2193, 0.0633, 0.0880, 0.0351, 430.0000
GLT, 24.6838, 0.0373, 0.0218, 0.0084, 750.0000
GLUU, 2.6162, 0.0766, 0.0048, 0.0018, 5601.0000
GLV, 14.7058, 0.0511, 0.0145, 0.0062, 669.0000
GLW, 15.0817, 0.0304, 0.0082, 0.0035, 26500.0000
GM.A, 20.3771, 0.1070, 0.0360, 0.0146, 1232.0000
GM.B, 13.9815, 0.1626, 0.0272, 0.0117, 2034.0000
GMAN, 12.8415, 0.1397, 0.0212, 0.0142, 693.0000
GMA, 25.1566, 0.0678, 0.0160, 0.0094, 821.0000
GMCR, 75.1879, 0.0531, 0.0674, 0.0327, 9384.0000
GMED, 15.9194, 0.0606, 0.0142, 0.0073, 1575.0000
GME, 39.2332, 0.0640, 0.0285, 0.0184, 8783.0000
GMF, 76.6175, 0.0262, 0.0420, 0.0208, 759.0000
GMK, 16.7572, 0.0407, 0.0461, 0.0152, 500.0000
GMLP, 32.3129, 0.0596, 0.0478, 0.0257, 847.0000
GMO, 2.1311, 0.1739, 0.0055, 0.0023, 1295.0000
GMT, 49.0634, 0.0276, 0.0309, 0.0147, 1035.0000
GMXR, 3.0077, 47.4800, 0.0197, 0.0676, 2700.0000
GM, 34.2302, 0.0356, 0.0186, 0.0089, 33182.0000
GNCMA, 8.8323, 0.1111, 0.0118, 0.0053, 769.0000
GNC, 46.0940, 0.0538, 0.0221, 0.0138, 3383.0000
GNE, 9.0085, 0.0577, 0.0194, 0.0085, 676.0000
GNI, 73.1845, 0.1053, 0.2511, 0.0937, 371.0000
GNK, 1.6861, 0.0602, 0.0055, 0.0027, 3196.0000
GNMK, 12.5372, 0.0811, 0.0213, 0.0149, 1328.0000
GNOM, 3.1334, 0.0223, 0.0023, 0.0013, 2977.0000
GNRC, 38.0162, 0.1114, 0.0205, 0.0116, 2791.0000
GNR, 49.6764, 0.0251, 0.0318, 0.0142, 929.0000
GNTX, 23.6082, 0.0655, 0.0130, 0.0079, 2811.0000
GNT, 12.9672, 0.0457, 0.0133, 0.0055, 1004.0000
GNVC, 1.0799, 0.3544, 0.0109, 0.0074, 2830.0000
GNW, 11.4713, 0.0296, 0.0085, 0.0034, 20702.0000
GOF, 22.3764, 0.0284, 0.0228, 0.0090, 759.0000
GOGO, 13.2847, 0.0744, 0.0190, 0.0102, 2142.0000
GOLD, 71.4708, 0.0773, 0.0673, 0.0241, 2573.0000
GOL, 4.2867, 0.0683, 0.0053, 0.0019, 6098.0000
GOM, 25.0739, 0.0238, 0.0124, 0.0061, 820.0000
GOOD, 19.0713, 0.0536, 0.0290, 0.0154, 671.0000
GOOG, 889.9877, 0.0328, 0.3652, 0.1645, 5840.0000
GORO, 9.1349, 0.0877, 0.0147, 0.0074, 1597.0000
GOVT, 25.0020, 0.0135, 0.0092, 0.0041, 2461.0000
GOV, 25.4205, 0.0176, 0.0140, 0.0065, 1387.0000
GPC, 79.9754, 0.0318, 0.0357, 0.0212, 2112.0000
GPI, 62.9808, 0.0196, 0.0463, 0.0197, 876.0000
GPK, 7.9721, 0.0339, 0.0055, 0.0020, 4407.0000
GPL, 0.9891, 0.0875, 0.0037, 0.0016, 2338.0000
GPM, 8.8686, 0.0284, 0.0079, 0.0034, 816.0000
GPN, 47.5123, 0.0159, 0.0182, 0.0085, 1917.0000
GPOR, 49.4140, 0.0981, 0.0431, 0.0218, 3341.0000
GPRE, 14.2220, 0.0596, 0.0160, 0.0077, 1456.0000
GPS, 42.1570, 0.0268, 0.0189, 0.0094, 7580.0000
GPT, 4.6626, 0.0338, 0.0059, 0.0023, 1382.0000
GPX, 22.4135, 0.0271, 0.0314, 0.0136, 449.0000
GRA, 82.2247, 0.0321, 0.0409, 0.0192, 1645.0000
GRC, 29.4759, 0.0491, 0.0671, 0.0270, 388.0000
GREK, 17.5393, 0.0727, 0.0374, 0.0155, 959.0000
GRFS, 28.3298, 0.0427, 0.0221, 0.0113, 1864.0000
GRH, 1.4707, 0.1407, 0.0092, 0.0051, 1633.0000
GRI, 41.2419, 0.0434, 0.0482, 0.0232, 530.0000
GRMN, 35.5958, 0.0136, 0.0162, 0.0070, 2639.0000
GROW, 3.5323, 0.0949, 0.0173, 0.0094, 886.0000
GRP.U, 37.8269, 0.0260, 0.0357, 0.0153, 343.0000
GRPN, 7.8579, 0.1475, 0.0090, 0.0051, 40425.0000
GRT, 11.8068, 0.0363, 0.0077, 0.0035, 2254.0000
GRX, 9.7711, 0.1158, 0.0160, 0.0085, 867.0000
GRZ, 2.8952, 0.0604, 0.0079, 0.0046, 1550.0000
GSBC, 25.7553, 0.0292, 0.0606, 0.0249, 404.0000
GSE, 6.6647, 0.0529, 0.0161, 0.0078, 670.0000
GSF, 26.1538, 0.0130, 0.0133, 0.0059, 804.0000
GSG, 32.2643, 0.0206, 0.0173, 0.0060, 1458.0000
GSH, 22.0428, 0.1252, 0.0361, 0.0182, 436.0000
GSIG, 8.6732, 0.1049, 0.0122, 0.0064, 901.0000
GSIT, 6.2650, 0.0917, 0.0124, 0.0055, 846.0000
GSI, 1.0434, 0.0721, 0.0072, 0.0029, 1598.0000
GSJ, 26.9357, 0.0164, 0.0180, 0.0074, 643.0000
GSK, 51.7079, 0.0216, 0.0154, 0.0071, 5153.0000
GSL, 3.9209, 0.0593, 0.0146, 0.0058, 976.0000
GSM, 12.1412, 0.0891, 0.0096, 0.0048, 1848.0000
GSOL, 7.0073, 0.0790, 0.0243, 0.0109, 607.0000
GSS, 0.6099, 0.1220, 0.0016, 0.0012, 7382.0000
GST, 2.8241, 0.0935, 0.0061, 0.0025, 2608.0000
GSVC, 8.1725, 0.1268, 0.0116, 0.0051, 1054.0000
GSV, 0.9801, 0.1159, 0.0067, 0.0029, 2958.0000
GSX, 0.0597, 1.0000, 0.0007, 0.0009, 6804.0000
GS, 159.2129, 0.0230, 0.0860, 0.0419, 8705.0000
GTAT, 4.2824, 0.2935, 0.0064, 0.0035, 9776.0000
GTE, 6.0430, 0.0301, 0.0054, 0.0020, 2876.0000
GTIV, 10.3872, 0.1865, 0.0147, 0.0066, 948.0000
GTI, 7.8006, 0.0206, 0.0070, 0.0031, 3767.0000
GTLS, 92.5001, 0.0383, 0.0815, 0.0320, 1161.0000
GTN, 7.0543, 0.0479, 0.0096, 0.0040, 2487.0000
GTS, 19.8940, 0.1195, 0.0261, 0.0131, 648.0000
GTU, 54.6736, 0.0635, 0.0563, 0.0204, 740.0000
GTXI, 5.7117, 0.1745, 0.0122, 0.0062, 2273.0000
GTY, 19.8806, 0.0270, 0.0221, 0.0083, 576.0000
GT, 15.3041, 0.0638, 0.0109, 0.0052, 11718.0000
GUID, 10.2199, 0.2415, 0.0183, 0.0121, 663.0000
GUNR, 34.4147, 0.1596, 0.0197, 0.0172, 5104.0000
GURE, 1.1444, 0.0703, 0.0063, 0.0028, 1908.0000
GUR, 41.9164, 0.0327, 0.0475, 0.0262, 652.0000
GUT, 6.6454, 0.0164, 0.0072, 0.0030, 1405.0000
GVA, 29.8724, 0.1262, 0.0258, 0.0143, 860.0000
GVI, 111.7237, 0.0317, 0.0294, 0.0171, 1250.0000
GV, 3.2765, 0.1115, 0.0092, 0.0043, 3089.0000
GWAY, 13.4266, 0.0942, 0.0206, 0.0094, 845.0000
GWL, 26.0271, 0.0345, 0.0189, 0.0089, 1904.0000
GWRE, 41.6511, 0.0566, 0.0333, 0.0159, 1447.0000
GWR, 88.5882, 0.0196, 0.0579, 0.0247, 1253.0000
GWW, 255.0928, 0.0232, 0.1336, 0.0626, 905.0000
GWX, 29.5707, 0.0360, 0.0164, 0.0077, 1414.0000
GXC, 69.3741, 0.0342, 0.0324, 0.0145, 1074.0000
GXG, 20.6500, 0.0281, 0.0121, 0.0059, 1297.0000
