symbol, avg_price, max_change, avg_atr, stddev_atr, avg_volume
SNHN, 24.5934, 0.1080, 0.0283, 0.0235, 760.0000
SNHY, 30.2236, 0.0532, 0.0472, 0.0186, 468.0000
SNH, 26.8949, 0.0217, 0.0141, 0.0076, 3686.0000
SNI, 68.5377, 0.0118, 0.0281, 0.0117, 1771.0000
SNMX, 2.0725, 0.0905, 0.0079, 0.0041, 1727.0000
SNN, 56.4971, 0.0300, 0.0347, 0.0122, 405.0000
SNPS, 36.1780, 0.0147, 0.0131, 0.0057, 1559.0000
SNP, 103.4302, 0.2338, 0.0720, 0.0430, 466.0000
SNSS, 5.3644, 0.2195, 0.0089, 0.0046, 1480.0000
SNTA, 5.7945, 0.2429, 0.0097, 0.0064, 5407.0000
SNTS, 22.2169, 0.0575, 0.0242, 0.0133, 3730.0000
SNV, 2.8674, 0.0613, 0.0036, 0.0014, 25787.0000
SNX, 40.1092, 0.0280, 0.0271, 0.0108, 722.0000
SNY, 53.1058, 0.0370, 0.0212, 0.0103, 2326.0000
SN, 21.5085, 0.0222, 0.0163, 0.0070, 1466.0000
SODA, 65.4205, 0.0756, 0.0855, 0.0399, 3972.0000
SOHU, 63.4473, 0.0454, 0.0540, 0.0292, 2584.0000
SOL, 2.3412, 0.1375, 0.0063, 0.0033, 6308.0000
SOMX, 2.8126, 0.9521, 0.0084, 0.0068, 1684.0000
SONC, 14.0410, 0.0736, 0.0099, 0.0056, 1904.0000
SONS, 2.9970, 0.4286, 0.0047, 0.0096, 6551.0000
SON, 35.2866, 0.0326, 0.0160, 0.0072, 995.0000
SOR, 58.4436, 0.0357, 0.1093, 0.0424, 374.0000
SOXL, 43.1118, 0.0631, 0.0638, 0.0244, 1077.0000
SOXS, 18.3812, 0.0595, 0.0282, 0.0120, 1689.0000
SOXX, 59.8928, 0.0207, 0.0332, 0.0142, 1321.0000
SO, 44.7065, 0.0167, 0.0169, 0.0075, 9184.0000
SPAR, 5.5005, 0.2171, 0.0098, 0.0046, 853.0000
SPA, 15.1269, 0.0563, 0.0266, 0.0136, 467.0000
SPB, 57.9210, 0.0533, 0.0317, 0.0170, 812.0000
SPF, 8.7371, 0.0489, 0.0094, 0.0041, 15102.0000
SPG, 166.7478, 0.0187, 0.0861, 0.0441, 3254.0000
SPHB, 23.9746, 0.0246, 0.0181, 0.0076, 1326.0000
SPHD, 26.8708, 0.0387, 0.0135, 0.0071, 986.0000
SPHQ, 17.3260, 0.0184, 0.0111, 0.0052, 1118.0000
SPH, 47.3565, 0.0527, 0.0398, 0.0151, 921.0000
SPIL, 5.8641, 0.1765, 0.0043, 0.0033, 2607.0000
SPLK, 46.1402, 0.0325, 0.0293, 0.0149, 3574.0000
SPLS, 15.6406, 0.0645, 0.0089, 0.0050, 19198.0000
SPLV, 31.6393, 0.0101, 0.0087, 0.0036, 5743.0000
SPMD, 3.8527, 0.2883, 0.0214, 0.0104, 995.0000
SPNC, 18.8684, 0.0897, 0.0195, 0.0089, 1046.0000
SPNS, 4.9939, 0.2871, 0.0129, 0.0077, 977.0000
SPN, 27.4058, 0.0452, 0.0174, 0.0081, 4104.0000
SPPI, 8.0112, 0.1282, 0.0086, 0.0060, 2684.0000
SPPP, 9.5465, 0.0748, 0.0078, 0.0040, 1923.0000
SPRD, 22.9179, 0.1521, 0.0174, 0.0136, 4685.0000
SPRT, 4.3931, 0.0472, 0.0069, 0.0030, 1488.0000
SPR, 21.9426, 0.0722, 0.0109, 0.0069, 3342.0000
SPSC, 45.4948, 0.0519, 0.0656, 0.0282, 521.0000
SPTN, 17.3280, 0.1344, 0.0294, 0.0128, 538.0000
SPU, 2.2835, 0.1312, 0.0147, 0.0062, 1483.0000
SPWR, 21.4147, 0.0935, 0.0321, 0.0168, 13779.0000
SPW, 75.3119, 0.0852, 0.0379, 0.0219, 1360.0000
SPXL, 44.5097, 0.0337, 0.0345, 0.0165, 5248.0000
SPXS, 10.4229, 0.0342, 0.0088, 0.0038, 10560.0000
SPXU, 23.1128, 0.0335, 0.0178, 0.0092, 18115.0000
SPY, 164.6075, 0.0112, 0.0407, 0.0203, 292895.0000
SQI, 21.9682, 0.0603, 0.0315, 0.0126, 697.0000
SQM, 44.0083, 0.0225, 0.0176, 0.0096, 1759.0000
SQNM, 4.1946, 0.3454, 0.0057, 0.0046, 7766.0000
SQNS, 1.8982, 0.1701, 0.0120, 0.0063, 1870.0000
SQQQ, 26.9061, 0.0365, 0.0226, 0.0104, 7811.0000
SRCE, 23.5939, 0.0422, 0.0425, 0.0190, 515.0000
SRCL, 110.9365, 0.0172, 0.0491, 0.0200, 1125.0000
SRC, 18.7349, 0.5070, 0.0116, 0.0134, 5888.0000
SRDX, 24.7353, 0.0628, 0.0328, 0.0127, 486.0000
SREV, 8.3227, 0.1459, 0.0093, 0.0070, 2484.0000
SRE, 81.9262, 0.0281, 0.0349, 0.0181, 3059.0000
SRF, 20.4269, 0.0387, 0.0501, 0.0207, 703.0000
SRI, 10.1713, 0.0637, 0.0115, 0.0053, 1094.0000
SRLN, 50.0302, 0.0046, 0.0043, 0.0035, 1732.0000
SRPT, 38.7379, 0.0663, 0.0483, 0.0269, 4129.0000
SRS, 21.1228, 0.0522, 0.0209, 0.0107, 1308.0000
SRTY, 20.3448, 0.0463, 0.0232, 0.0108, 2695.0000
SRT, 5.4880, 0.3731, 0.0187, 0.0117, 987.0000
SRV, 7.9793, 0.0370, 0.0105, 0.0045, 1411.0000
SRZ, 14.3873, 0.0035, 0.0031, 0.0014, 4812.0000
SSD, 29.8002, 0.0306, 0.0233, 0.0099, 740.0000
SSH, 6.1557, 0.1804, 0.0207, 0.0107, 940.0000
SSI, 24.5101, 0.0713, 0.0189, 0.0090, 1675.0000
SSL, 43.5513, 0.0427, 0.0239, 0.0116, 779.0000
SSNC, 32.4140, 0.0699, 0.0235, 0.0111, 1308.0000
SSNI, 20.4408, 0.0805, 0.0475, 0.0211, 829.0000
SSN, 0.5718, 0.2000, 0.0018, 0.0018, 2713.0000
SSO, 80.5861, 0.0227, 0.0403, 0.0195, 16115.0000
SSP, 14.8002, 0.0236, 0.0101, 0.0053, 1289.0000
SSRI, 6.8738, 0.1225, 0.0093, 0.0043, 3281.0000
SSRX, 14.6812, 0.0559, 0.0113, 0.0106, 1140.0000
SSS, 66.0457, 0.0158, 0.0484, 0.0219, 662.0000
SSTK, 42.3219, 0.1088, 0.0839, 0.0337, 585.0000
SSW, 21.1131, 0.0413, 0.0240, 0.0092, 749.0000
SSYS, 85.9546, 0.0491, 0.1046, 0.0457, 2249.0000
STAA, 7.6120, 0.1997, 0.0125, 0.0065, 962.0000
STAG, 21.5378, 0.0204, 0.0163, 0.0069, 1265.0000
STAN, 21.4122, 0.0480, 0.0338, 0.0179, 563.0000
STBA, 18.7427, 0.0532, 0.0261, 0.0117, 544.0000
STBZ, 15.6585, 0.0616, 0.0223, 0.0092, 651.0000
STB, 6.3647, 0.0169, 0.0076, 0.0024, 1003.0000
STC, 27.4587, 0.0823, 0.0245, 0.0102, 851.0000
STEC, 4.6913, 0.8719, 0.0046, 0.0056, 3465.0000
STEI, 11.6425, 0.3429, 0.0048, 0.0053, 5426.0000
STEL, 16.4085, 0.1092, 0.0269, 0.0110, 658.0000
STEM, 1.7494, 0.2766, 0.0048, 0.0020, 2709.0000
STE, 43.4605, 0.0379, 0.0265, 0.0126, 917.0000
STFC, 16.5955, 0.0602, 0.0473, 0.0173, 439.0000
STIP, 102.4791, 0.0059, 0.0153, 0.0080, 755.0000
STI, 32.4193, 0.0297, 0.0158, 0.0079, 10022.0000
STJ, 46.2844, 0.0388, 0.0203, 0.0112, 5344.0000
STKL, 7.5061, 0.0232, 0.0076, 0.0033, 1179.0000
STK, 14.9230, 0.0333, 0.0186, 0.0065, 819.0000
STLD, 15.1727, 0.0645, 0.0098, 0.0049, 5362.0000
STLY, 4.1643, 0.1076, 0.0166, 0.0110, 829.0000
STL, 10.8809, 0.1190, 0.0114, 0.0055, 885.0000
STML, 19.5235, 0.1303, 0.0649, 0.0389, 962.0000
STMP, 32.6156, 0.1663, 0.0400, 0.0209, 874.0000
STM, 9.2385, 0.0603, 0.0055, 0.0023, 4076.0000
STNG, 9.2126, 0.0279, 0.0074, 0.0036, 2656.0000
STNR, 48.3933, 0.0501, 0.0778, 0.0358, 471.0000
STN, 41.5965, 0.0345, 0.0757, 0.0240, 245.0000
STON, 25.1498, 0.0991, 0.0342, 0.0133, 716.0000
STO, 22.1125, 0.0338, 0.0080, 0.0036, 4125.0000
STPZ, 53.7380, 0.0073, 0.0105, 0.0045, 1462.0000
STP, 0.9603, 0.1188, 0.0032, 0.0021, 14036.0000
STRA, 50.1757, 0.0421, 0.0623, 0.0249, 804.0000
STRI, 2.3239, 0.0533, 0.0057, 0.0029, 811.0000
STRL, 10.0646, 0.1011, 0.0226, 0.0105, 529.0000
STRM, 6.1877, 0.1410, 0.0222, 0.0098, 1006.0000
STRZA, 22.7357, 0.0545, 0.0153, 0.0075, 2643.0000
STR, 24.2357, 0.0124, 0.0104, 0.0044, 2479.0000
STSA, 22.7637, 0.0285, 0.0183, 0.0078, 825.0000
STSI, 1.4582, 0.8091, 0.0041, 0.0043, 3501.0000
STT, 66.5300, 0.0172, 0.0291, 0.0147, 6805.0000
STV, 1.8957, 0.4149, 0.0057, 0.0044, 1615.0000
STWD, 25.6106, 0.0181, 0.0140, 0.0070, 4922.0000
STXS, 2.1269, 0.8091, 0.0186, 0.0125, 1956.0000
STX, 43.9691, 0.0367, 0.0242, 0.0136, 10149.0000
STZ, 51.6587, 0.0196, 0.0250, 0.0128, 4693.0000
ST, 35.4414, 0.0273, 0.0145, 0.0080, 3406.0000
SUBK, 14.7584, 0.0285, 0.0310, 0.0123, 631.0000
SUB, 106.1397, 0.0115, 0.0375, 0.0316, 732.0000
SUI, 50.4816, 0.0225, 0.0387, 0.0183, 682.0000
SUMR, 2.5198, 0.8182, 0.0128, 0.0073, 1511.0000
SUNE, 8.6354, 0.0341, 0.0099, 0.0042, 10000.0000
SUNS, 18.7712, 0.0556, 0.0240, 0.0125, 721.0000
SUPN, 5.9653, 0.1765, 0.0139, 0.0097, 2110.0000
SUPX, 21.1475, 0.0796, 0.0565, 0.0215, 509.0000
SUP, 18.8928, 0.0424, 0.0214, 0.0081, 510.0000
SURG, 4.0533, 0.4238, 0.0112, 0.0069, 1209.0000
SUSP, 28.4475, 0.0352, 0.0547, 0.0259, 582.0000
SUSQ, 12.5544, 0.0254, 0.0077, 0.0037, 2803.0000
SUSS, 50.3508, 0.0276, 0.0406, 0.0149, 956.0000
SUTR, 1.7326, 8.9000, 0.0126, 0.0134, 2588.0000
SU, 30.8258, 0.0212, 0.0138, 0.0059, 10862.0000
SVA, 3.5513, 0.2774, 0.0094, 0.0057, 2393.0000
SVBL, 0.3989, 0.2000, 0.0031, 0.0022, 3195.0000
SVLC, 2.1599, 0.1098, 0.0084, 0.0026, 1927.0000
SVM, 2.7965, 0.0504, 0.0053, 0.0018, 2816.0000
SVNT, 0.7805, 9.0000, 0.0036, 0.0098, 3966.0000
SVN, 12.9072, 0.1271, 0.0067, 0.0056, 1076.0000
SVU, 6.6818, 0.1050, 0.0072, 0.0036, 13000.0000
SVVC, 18.8039, 0.0532, 0.0372, 0.0177, 629.0000
SVXY, 88.0116, 0.0568, 0.0890, 0.0415, 2693.0000
SWC, 11.7253, 0.0434, 0.0116, 0.0048, 3724.0000
SWFT, 16.4842, 0.0438, 0.0135, 0.0061, 3419.0000
SWHC, 9.8025, 0.0557, 0.0069, 0.0027, 5052.0000
SWIR, 11.2263, 0.1878, 0.0150, 0.0068, 813.0000
SWI, 42.5484, 112.4324, 0.0301, 0.0938, 2306.0000
SWJ, 25.7209, 0.0164, 0.0161, 0.0087, 891.0000
SWKS, 22.6549, 0.0842, 0.0154, 0.0079, 8707.0000
SWK, 79.8895, 0.0168, 0.0335, 0.0155, 2383.0000
SWM, 45.7083, 0.0178, 0.0301, 0.0123, 695.0000
SWN, 37.8089, 0.0189, 0.0203, 0.0089, 6932.0000
SWSH, 1.1430, 8.8000, 0.0037, 0.0028, 2662.0000
SWS, 5.8000, 0.0932, 0.0121, 0.0046, 700.0000
SWX, 48.4707, 0.0168, 0.0321, 0.0121, 615.0000
SWY, 24.1290, 0.1786, 0.0150, 0.0115, 12297.0000
SWZ, 12.1480, 0.0164, 0.0090, 0.0043, 1153.0000
SXCP, 20.7058, 0.0637, 0.0276, 0.0194, 1003.0000
SXC, 15.1308, 0.0285, 0.0112, 0.0051, 1894.0000
SXE, 22.4614, 0.0500, 0.0518, 0.0276, 930.0000
SXI, 53.2296, 0.0247, 0.1039, 0.0376, 365.0000
SXL, 62.6037, 0.0172, 0.0494, 0.0200, 843.0000
SXT, 40.0379, 0.0908, 0.0307, 0.0144, 622.0000
SYA, 14.9639, 0.0219, 0.0086, 0.0041, 1445.0000
SYBT, 23.1350, 0.0274, 0.0439, 0.0189, 448.0000
SYKE, 15.6348, 0.0428, 0.0152, 0.0062, 798.0000
SYK, 67.3779, 0.0111, 0.0242, 0.0106, 2920.0000
SYLD, 25.5249, 0.0107, 0.0144, 0.0065, 1192.0000
SYMC, 23.0605, 0.0390, 0.0104, 0.0048, 19531.0000
SYMM, 5.0400, 0.2171, 0.0070, 0.0039, 871.0000
SYNA, 40.6018, 0.1255, 0.0318, 0.0171, 2507.0000
SYNC, 3.2144, 0.4381, 0.0097, 0.0085, 2133.0000
SYNM, 2.0573, 8.7632, 0.0129, 0.0190, 3034.0000
SYNT, 64.9753, 0.0342, 0.0570, 0.0250, 575.0000
SYN, 1.6901, 0.1321, 0.0111, 0.0066, 1191.0000
SYPR, 3.5910, 0.2742, 0.0132, 0.0075, 641.0000
SYRG, 6.9901, 0.1371, 0.0098, 0.0052, 1531.0000
SYT, 81.2205, 0.0425, 0.0349, 0.0140, 684.0000
SYUT, 4.7852, 0.1179, 0.0222, 0.0109, 548.0000
SYX, 9.6951, 0.0510, 0.0295, 0.0121, 436.0000
SYY, 34.5847, 0.0122, 0.0118, 0.0052, 6614.0000
SZC, 24.2521, 0.0304, 0.0455, 0.0201, 798.0000
SZYM, 11.0096, 0.1197, 0.0186, 0.0090, 2125.0000
S, 7.0076, 0.1003, 0.0049, 0.0024, 149945.0000
TAC, 14.4810, 0.0354, 0.0109, 0.0038, 550.0000
TAHO, 15.4880, 0.0569, 0.0265, 0.0098, 614.0000
TAI, 22.0181, 0.0334, 0.0296, 0.0207, 480.0000
TAL, 42.0887, 0.0356, 0.0306, 0.0132, 1115.0000
TAM, 18.6021, 0.0678, 0.0269, 0.0163, 1050.0000
TANN, 26.2233, 0.0211, 0.0230, 0.0149, 691.0000
TAN, 21.9327, 0.0542, 0.0254, 0.0119, 1286.0000
TAO, 22.3776, 0.0398, 0.0154, 0.0071, 1025.0000
TAP, 50.1520, 0.0258, 0.0207, 0.0098, 3256.0000
TARO, 55.7670, 0.0262, 0.0801, 0.0368, 420.0000
TASR, 8.9406, 0.1111, 0.0083, 0.0046, 1628.0000
TAST, 5.7818, 0.1706, 0.0096, 0.0052, 939.0000
TAT, 0.8826, 0.0694, 0.0024, 0.0016, 2237.0000
TAXI, 13.5287, 0.0820, 0.0209, 0.0089, 657.0000
TAYC, 17.2198, 0.2061, 0.0195, 0.0096, 947.0000
TA, 10.9567, 0.0384, 0.0112, 0.0068, 1326.0000
TBBK, 13.4918, 0.0744, 0.0157, 0.0081, 797.0000
TBF, 30.5545, 0.0264, 0.0092, 0.0037, 3529.0000
TBI, 21.8135, 0.0638, 0.0160, 0.0080, 1091.0000
TBNK, 23.1408, 0.0496, 0.0348, 0.0131, 550.0000
TBOW, 1.1924, 9.0000, 0.0054, 0.0101, 930.0000
TBT, 70.4086, 0.0555, 0.0377, 0.0164, 14895.0000
TCAP, 28.0417, 0.0323, 0.0285, 0.0102, 895.0000
TCBI, 44.3181, 0.0760, 0.0298, 0.0155, 1347.0000
TCBK, 18.7256, 0.0653, 0.0383, 0.0150, 522.0000
TCB, 14.6899, 0.0181, 0.0088, 0.0037, 3519.0000
TCK, 24.1857, 0.0625, 0.0178, 0.0085, 6778.0000
TCL, 8.1711, 0.0775, 0.0135, 0.0056, 603.0000
TCO, 80.8317, 0.0179, 0.0413, 0.0221, 1410.0000
TCPC, 15.9397, 0.0596, 0.0190, 0.0102, 1119.0000
TCP, 46.6826, 0.0405, 0.0400, 0.0190, 1000.0000
TCRD, 15.1718, 0.0638, 0.0116, 0.0086, 1733.0000
TCX, 1.8104, 0.0769, 0.0068, 0.0030, 2219.0000
TC, 3.2081, 0.0772, 0.0053, 0.0021, 4945.0000
TDA, 24.8507, 0.0840, 0.0246, 0.0207, 881.0000
TDC, 54.8474, 0.0235, 0.0293, 0.0138, 4382.0000
TDE, 26.1311, 0.0207, 0.0268, 0.0143, 479.0000
TDF, 27.3600, 0.0224, 0.0185, 0.0087, 884.0000
TDG, 149.8051, 0.1290, 0.0887, 0.0595, 1483.0000
TDIV, 21.5481, 0.0471, 0.0193, 0.0078, 1046.0000
TDJ, 26.4992, 0.0233, 0.0306, 0.0136, 430.0000
TDS, 23.7595, 0.0564, 0.0121, 0.0066, 1670.0000
TDTT, 25.3506, 0.0073, 0.0059, 0.0036, 5924.0000
TDW, 57.0273, 0.0384, 0.0317, 0.0179, 1569.0000
TDY, 76.6646, 0.0179, 0.0527, 0.0193, 560.0000
TD, 81.1874, 0.0167, 0.0275, 0.0120, 1464.0000
TEAR, 10.4778, 0.1074, 0.0161, 0.0090, 2414.0000
TEA, 15.1503, 0.0688, 0.0074, 0.0080, 5163.0000
TECD, 47.4272, 0.0660, 0.0297, 0.0153, 782.0000
TECH, 67.7164, 0.0201, 0.0424, 0.0185, 649.0000
TECL, 56.1089, 0.0517, 0.0665, 0.0267, 752.0000
TECS, 16.8642, 3.9412, 0.0284, 0.0458, 1405.0000
TECUA, 8.6612, 0.1160, 0.0220, 0.0113, 803.0000
TEF, 13.5936, 0.0324, 0.0065, 0.0025, 3309.0000
TEG, 59.4034, 0.0255, 0.0280, 0.0116, 976.0000
TEI, 16.1724, 0.0222, 0.0150, 0.0062, 981.0000
TELK, 1.6892, 0.8182, 0.0155, 0.0107, 3058.0000
TEL, 46.0308, 0.0181, 0.0172, 0.0088, 3685.0000
TEN, 44.9175, 0.0348, 0.0272, 0.0128, 1647.0000
TEO, 15.3019, 0.1030, 0.0172, 0.0076, 945.0000
TEP, 21.8396, 0.0281, 0.0286, 0.0165, 866.0000
TER, 17.4991, 0.0399, 0.0106, 0.0054, 6049.0000
TESO, 12.7496, 0.0702, 0.0137, 0.0070, 1108.0000
TESS, 23.3000, 0.2230, 0.0593, 0.0268, 435.0000
TEU, 4.7229, 0.0993, 0.0077, 0.0036, 1290.0000
TEVA, 39.3381, 55.6418, 0.0175, 0.0836, 8058.0000
TEX, 30.4982, 0.1494, 0.0267, 0.0149, 5844.0000
TE, 17.6183, 0.0126, 0.0078, 0.0030, 5030.0000
TFI, 23.6570, 0.0139, 0.0067, 0.0042, 1949.0000
TFM, 48.9102, 0.1140, 0.0362, 0.0229, 1684.0000
TFSL, 10.9346, 0.0376, 0.0066, 0.0032, 1062.0000
TFX, 80.0414, 0.0128, 0.0335, 0.0154, 967.0000
TGA, 8.2115, 0.1804, 0.0133, 0.0071, 859.0000
TGB, 2.3059, 0.0698, 0.0050, 0.0017, 1916.0000
TGD, 2.5743, 0.1445, 0.0074, 0.0028, 1397.0000
TGE, 8.8065, 0.1384, 0.0194, 0.0099, 673.0000
TGH, 37.9928, 0.0251, 0.0293, 0.0113, 696.0000
TGI, 78.3421, 0.0403, 0.0424, 0.0230, 1495.0000
TGP, 42.4263, 0.0552, 0.0403, 0.0162, 744.0000
TGS, 1.7800, 0.0944, 0.0079, 0.0044, 1222.0000
TGTX, 6.4325, 0.0757, 0.0158, 0.0108, 974.0000
TGT, 70.4500, 0.0267, 0.0252, 0.0117, 10067.0000
TGX, 1.7574, 0.4228, 0.0079, 0.0044, 1903.0000
TG, 26.9719, 0.0339, 0.0330, 0.0116, 512.0000
THC, 45.3316, 0.0538, 0.0284, 0.0156, 4048.0000
THD, 86.2728, 0.0622, 0.0391, 0.0234, 1148.0000
THFF, 30.5513, 0.0331, 0.0648, 0.0200, 439.0000
THG, 49.6356, 0.0192, 0.0249, 0.0117, 910.0000
THI, 54.8449, 0.0469, 0.0222, 0.0128, 1140.0000
THLD, 5.2763, 0.0527, 0.0081, 0.0035, 1910.0000
THM, 1.1891, 0.3444, 0.0047, 0.0024, 1890.0000
THOR, 31.9390, 0.0624, 0.0171, 0.0104, 2349.0000
THO, 45.6615, 0.0548, 0.0306, 0.0158, 1418.0000
THRM, 17.4821, 0.0497, 0.0160, 0.0083, 1022.0000
THRX, 37.4612, 0.1401, 0.0366, 0.0203, 3492.0000
THR, 20.3878, 0.0505, 0.0189, 0.0084, 980.0000
THS, 64.6983, 0.0376, 0.0483, 0.0203, 599.0000
TI.A, 7.0377, 0.0621, 0.0089, 0.0044, 977.0000
TIBX, 21.9059, 0.0438, 0.0131, 0.0066, 6015.0000
TICC, 9.7967, 0.0231, 0.0060, 0.0025, 1704.0000
TIE, 16.5045, 0.0030, 0.0037, 0.0013, 5377.0000
TIF, 76.4653, 0.0581, 0.0313, 0.0171, 2750.0000
TILE, 17.5728, 0.0988, 0.0182, 0.0092, 1203.0000
TINY, 3.3467, 0.0508, 0.0077, 0.0035, 987.0000
TIP, 114.7730, 0.0142, 0.0160, 0.0074, 3591.0000
TISA, 3.3131, 0.2903, 0.0176, 0.0119, 892.0000
TISI, 39.7020, 0.1134, 0.0428, 0.0222, 721.0000
TIS, 23.6990, 0.0290, 0.0365, 0.0221, 426.0000
TITN, 21.1440, 0.1133, 0.0184, 0.0086, 1356.0000
TIVO, 11.7973, 0.1904, 0.0082, 0.0066, 9697.0000
TI, 7.5404, 0.0544, 0.0079, 0.0034, 1217.0000
TJX, 50.8134, 0.0127, 0.0194, 0.0085, 7341.0000
TKC, 15.2455, 0.0768, 0.0089, 0.0052, 1590.0000
TKF, 17.1155, 0.0721, 0.0217, 0.0107, 819.0000
TKMR, 4.8309, 0.2122, 0.0171, 0.0086, 1412.0000
TKR, 85.7125, 9995.9238, 56.4650, 1258.8629, 1904.0000
TK, 37.8847, 0.0213, 0.0244, 0.0104, 1183.0000
TLAB, 2.1068, 0.0286, 0.0029, 0.0010, 7660.0000
TLH, 132.8683, 0.0173, 0.0453, 0.0254, 1178.0000
TLI, 13.3043, 0.0328, 0.0195, 0.0106, 457.0000
TLK, 45.2754, 0.0629, 0.0249, 0.0158, 823.0000
TLLP, 58.0163, 0.0313, 0.0671, 0.0297, 1011.0000
TLM, 11.5851, 0.0221, 0.0068, 0.0028, 9258.0000
TLP, 42.9311, 0.0361, 0.0865, 0.0326, 528.0000
TLR, 0.2068, 0.3448, 0.0025, 0.0016, 4186.0000
TLT, 112.2377, 0.0266, 0.0302, 0.0133, 23481.0000
TLYS, 14.4126, 0.1942, 0.0247, 0.0117, 862.0000
TMF, 64.8736, 0.0782, 0.0734, 0.0278, 682.0000
TMHC, 25.2816, 0.0491, 0.0275, 0.0123, 1950.0000
TMH, 39.3329, 0.0624, 0.0210, 0.0107, 1608.0000
TMK, 65.4632, 0.0155, 0.0262, 0.0125, 1252.0000
TMO, 86.4654, 0.0247, 0.0310, 0.0151, 5610.0000
TMP, 41.9670, 0.0367, 0.0814, 0.0329, 317.0000
TMS, 13.6370, 0.0350, 0.0252, 0.0122, 536.0000
TMUS, 22.1772, 0.0429, 0.0144, 0.0081, 10950.0000
TMV, 58.7069, 0.0785, 0.0527, 0.0248, 1804.0000
TM, 121.9921, 0.0451, 0.0524, 0.0297, 1681.0000
TNAV, 5.7792, 0.0266, 0.0062, 0.0031, 792.0000
TNA, 50.7847, 0.0460, 0.0464, 0.0225, 25436.0000
TNC, 47.2326, 0.0203, 0.0528, 0.0200, 492.0000
TNGO, 14.4619, 0.0755, 0.0160, 0.0081, 1530.0000
TNH, 221.2038, 0.0433, 0.5002, 0.1790, 315.0000
TNK, 2.6866, 0.0593, 0.0048, 0.0018, 1625.0000
TNP, 4.2499, 0.1185, 0.0073, 0.0034, 1340.0000
TNS, 19.8983, 0.4352, 0.0074, 0.0133, 2346.0000
TOL, 33.9173, 0.0480, 0.0289, 0.0148, 11586.0000
TOO, 32.0323, 0.0226, 0.0314, 0.0128, 917.0000
TOT, 50.1534, 0.0267, 0.0166, 0.0080, 2813.0000
TOWN, 14.9992, 0.0624, 0.0279, 0.0114, 615.0000
TOWR, 17.1006, 0.0862, 0.0392, 0.0168, 868.0000
TPC, 17.9736, 0.1495, 0.0186, 0.0092, 858.0000
TPGI, 5.3148, 0.0380, 0.0099, 0.0044, 734.0000
TPH, 17.9250, 0.0418, 0.0217, 0.0106, 1008.0000
TPLM, 6.2856, 0.0647, 0.0097, 0.0040, 1961.0000
TPL, 67.6821, 0.0304, 0.1894, 0.0744, 322.0000
TPX, 44.2896, 0.0232, 0.0387, 0.0173, 3069.0000
TPZ, 26.0994, 0.2698, 0.0436, 0.0360, 533.0000
TQNT, 6.8185, 0.1765, 0.0063, 0.0054, 6560.0000
TQQQ, 72.0368, 0.0354, 0.0592, 0.0240, 3820.0000
TRAK, 31.8740, 0.0177, 0.0265, 0.0093, 815.0000
TRC, 29.3346, 0.0253, 0.0484, 0.0171, 423.0000
TREE, 18.0989, 0.1047, 0.0547, 0.0271, 446.0000
TREX, 50.6279, 0.0329, 0.0517, 0.0225, 759.0000
TRF, 14.5826, 0.0238, 0.0254, 0.0096, 866.0000
TRGP, 66.6636, 0.0178, 0.0452, 0.0161, 788.0000
TRGT, 4.7121, 0.2195, 0.0067, 0.0037, 1126.0000
TRIB, 16.4668, 0.0534, 0.0270, 0.0122, 698.0000
TRIP, 61.8087, 0.1443, 0.0397, 0.0257, 4768.0000
TRIT, 1.9357, 0.3952, 0.0193, 0.0113, 1350.0000
TRI, 33.7790, 0.0152, 0.0108, 0.0055, 2451.0000
TRK, 17.7415, 0.0252, 0.0361, 0.0123, 375.0000
TRLA, 31.8931, 0.1315, 0.0327, 0.0176, 1901.0000
TRLG, 29.8329, 0.0703, 0.0110, 0.0096, 2046.0000
TRMB, 27.3989, 0.0253, 0.0143, 0.0067, 4165.0000
TRMK, 25.0788, 0.0263, 0.0159, 0.0068, 1127.0000
TRND, 30.5186, 0.0296, 0.0260, 0.0095, 779.0000
TRNO, 17.9834, 0.0450, 0.0194, 0.0098, 740.0000
TRNX, 17.5001, 0.0286, 0.0189, 0.0078, 839.0000
TRN, 39.0207, 0.0209, 0.0254, 0.0114, 3257.0000
TROV, 6.7524, 0.1824, 0.0307, 0.0188, 1099.0000
TROW, 75.8443, 0.0546, 0.0333, 0.0173, 3391.0000
TROX, 21.1608, 0.0335, 0.0214, 0.0096, 1850.0000
TRP, 46.1193, 0.0197, 0.0203, 0.0081, 1533.0000
TRQ, 6.3343, 0.0713, 0.0062, 0.0027, 5360.0000
TRR, 6.5637, 0.0765, 0.0299, 0.0109, 501.0000
TRST, 5.5189, 0.0210, 0.0043, 0.0017, 1470.0000
TRS, 33.1269, 0.0392, 0.0315, 0.0127, 874.0000
TRV, 82.9635, 0.0133, 0.0289, 0.0137, 4950.0000
TRW, 64.8287, 0.0212, 0.0339, 0.0158, 2263.0000
TRX, 2.8535, 0.0723, 0.0086, 0.0037, 1490.0000
TR, 30.0902, 0.0596, 0.0281, 0.0121, 483.0000
TSCO, 114.5646, 0.0235, 0.0615, 0.0280, 1382.0000
TSC, 13.3273, 0.1286, 0.0313, 0.0183, 979.0000
TSEM, 6.5009, 0.2171, 0.0193, 0.0138, 910.0000
TSI, 5.7336, 0.0756, 0.0063, 0.0030, 1532.0000
